11/18/2025 15:37:59 - INFO - __main__ -   ########## Repeat:0 ##########
11/18/2025 15:37:59 - INFO - utils.trainer -   ***** Running training *****
11/18/2025 15:37:59 - INFO - utils.trainer -     Num examples = 13
11/18/2025 15:37:59 - INFO - utils.trainer -     Num Epochs = 300
11/18/2025 15:37:59 - INFO - utils.trainer -     Total train batch size = 8
11/18/2025 15:37:59 - INFO - utils.trainer -     warmup steps = 400
11/18/2025 15:37:59 - INFO - utils.trainer -     Total optimization steps = 3900
11/18/2025 15:37:59 - INFO - utils.trainer -     Save steps = 200
11/18/2025 15:37:59 - INFO - root -   Parameters [normal] length [118]
11/18/2025 15:38:03 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
11/18/2025 15:38:04 - INFO - utils.trainer -   AUC: 0.40327
11/18/2025 15:38:04 - INFO - utils.trainer -   Accuracy: 0.51923
11/18/2025 15:38:04 - INFO - utils.trainer -   Precision: 0.53191
11/18/2025 15:38:04 - INFO - utils.trainer -   Recall: 0.89286
11/18/2025 15:38:04 - INFO - utils.trainer -   F_score: 0.66667
11/18/2025 15:38:04 - INFO - utils.trainer -   Specificity: 0.08333
11/18/2025 15:38:04 - INFO - utils.trainer -   Sensitivity: 0.89286
11/18/2025 15:38:04 - INFO - utils.trainer -   Loss: 1.28906
11/18/2025 15:38:04 - INFO - utils.trainer -   Epoch: 1, Train loss: 1536.13680, Test loss: 1.28906,Epoch time = 4.200s
11/18/2025 15:38:08 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
11/18/2025 15:38:09 - INFO - utils.trainer -   AUC: 0.44345
11/18/2025 15:38:09 - INFO - utils.trainer -   Accuracy: 0.53846
11/18/2025 15:38:09 - INFO - utils.trainer -   Precision: 0.54000
11/18/2025 15:38:09 - INFO - utils.trainer -   Recall: 0.96429
11/18/2025 15:38:09 - INFO - utils.trainer -   F_score: 0.69231
11/18/2025 15:38:09 - INFO - utils.trainer -   Specificity: 0.04167
11/18/2025 15:38:09 - INFO - utils.trainer -   Sensitivity: 0.96429
11/18/2025 15:38:09 - INFO - utils.trainer -   Loss: 1.29528
11/18/2025 15:38:09 - INFO - utils.trainer -   Epoch: 2, Train loss: 1.58550, Test loss: 1.29528,Epoch time = 3.580s
11/18/2025 15:38:13 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
11/18/2025 15:38:14 - INFO - utils.trainer -   AUC: 0.55952
11/18/2025 15:38:14 - INFO - utils.trainer -   Accuracy: 0.50000
11/18/2025 15:38:14 - INFO - utils.trainer -   Precision: 0.52083
11/18/2025 15:38:14 - INFO - utils.trainer -   Recall: 0.89286
11/18/2025 15:38:14 - INFO - utils.trainer -   F_score: 0.65789
11/18/2025 15:38:14 - INFO - utils.trainer -   Specificity: 0.04167
