11/12/2025 20:01:14 - INFO - __main__ -   ########## Repeat:0 ##########
11/12/2025 20:01:14 - INFO - utils.trainer -   ***** Running training *****
11/12/2025 20:01:14 - INFO - utils.trainer -     Num examples = 8
11/12/2025 20:01:14 - INFO - utils.trainer -     Num Epochs = 200
11/12/2025 20:01:14 - INFO - utils.trainer -     Total train batch size = 12
11/12/2025 20:01:14 - INFO - utils.trainer -     warmup steps = 400
11/12/2025 20:01:14 - INFO - utils.trainer -     Total optimization steps = 1600
11/12/2025 20:01:14 - INFO - utils.trainer -     Save steps = 200
11/12/2025 20:01:14 - INFO - root -   Parameters [normal] length [35]
11/12/2025 20:04:13 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
11/12/2025 20:05:49 - INFO - utils.trainer -   AUC: 0.50000
11/12/2025 20:05:49 - INFO - utils.trainer -   Accuracy: 0.53846
11/12/2025 20:05:49 - INFO - utils.trainer -   Precision: 0.53846
11/12/2025 20:05:49 - INFO - utils.trainer -   Recall: 1.00000
11/12/2025 20:05:49 - INFO - utils.trainer -   F_score: 0.70000
11/12/2025 20:05:49 - INFO - utils.trainer -   Specificity: 0.00000
11/12/2025 20:05:49 - INFO - utils.trainer -   Sensitivity: 1.00000
11/12/2025 20:05:49 - INFO - utils.trainer -   Loss: 1047.07335
11/12/2025 20:05:49 - INFO - utils.trainer -   Epoch: 1, Train loss: 569.58953, Test loss: 1047.07335,Epoch time = 179.479s
11/12/2025 20:08:48 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
11/12/2025 20:10:25 - INFO - utils.trainer -   AUC: 0.50000
11/12/2025 20:10:25 - INFO - utils.trainer -   Accuracy: 0.53846
11/12/2025 20:10:25 - INFO - utils.trainer -   Precision: 0.53846
11/12/2025 20:10:25 - INFO - utils.trainer -   Recall: 1.00000
11/12/2025 20:10:25 - INFO - utils.trainer -   F_score: 0.70000
11/12/2025 20:10:25 - INFO - utils.trainer -   Specificity: 0.00000
11/12/2025 20:10:25 - INFO - utils.trainer -   Sensitivity: 1.00000
11/12/2025 20:10:25 - INFO - utils.trainer -   Loss: 925.53346
11/12/2025 20:10:25 - INFO - utils.trainer -   Epoch: 2, Train loss: 530.43903, Test loss: 925.53346,Epoch time = 178.883s
11/12/2025 20:13:24 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
11/12/2025 20:15:00 - INFO - utils.trainer -   AUC: 0.64658
11/12/2025 20:15:00 - INFO - utils.trainer -   Accuracy: 0.65385
11/12/2025 20:15:00 - INFO - utils.trainer -   Precision: 0.62500
11/12/2025 20:15:00 - INFO - utils.trainer -   Recall: 0.89286
11/12/2025 20:15:00 - INFO - utils.trainer -   F_score: 0.73529
11/12/2025 20:15:00 - INFO - utils.trainer -   Specificity: 0.37500
11/12/2025 20:15:00 - INFO - utils.trainer -   Sensitivity: 0.89286
11/12/2025 20:15:00 - INFO - utils.trainer -   Loss: 88.40190
11/12/2025 20:15:00 - INFO - utils.trainer -   Epoch: 3, Train loss: 159.79639, Test loss: 88.40190,Epoch time = 178.590s
11/12/2025 20:17:59 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
11/12/2025 20:19:35 - INFO - utils.trainer -   AUC: 0.51786
11/12/2025 20:19:35 - INFO - utils.trainer -   Accuracy: 0.48077
