11/08/2025 21:43:02 - INFO - __main__ -   ########## Repeat:0 ##########
11/08/2025 21:43:02 - INFO - utils.trainer -   ***** Running training *****
11/08/2025 21:43:02 - INFO - utils.trainer -     Num examples = 6
11/08/2025 21:43:02 - INFO - utils.trainer -     Num Epochs = 200
11/08/2025 21:43:02 - INFO - utils.trainer -     Total train batch size = 16
11/08/2025 21:43:02 - INFO - utils.trainer -     warmup steps = 400
11/08/2025 21:43:02 - INFO - utils.trainer -     Total optimization steps = 1200
11/08/2025 21:43:02 - INFO - utils.trainer -     Save steps = 200
11/08/2025 21:43:02 - INFO - root -   Parameters [normal] length [7]
11/08/2025 21:43:05 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
11/08/2025 21:43:06 - INFO - utils.trainer -   AUC: 0.50000
11/08/2025 21:43:06 - INFO - utils.trainer -   Accuracy: 0.46154
11/08/2025 21:43:06 - INFO - utils.trainer -   Precision: 0.00000
11/08/2025 21:43:06 - INFO - utils.trainer -   Recall: 0.00000
11/08/2025 21:43:06 - INFO - utils.trainer -   F_score: 0.00000
11/08/2025 21:43:06 - INFO - utils.trainer -   Specificity: 1.00000
11/08/2025 21:43:06 - INFO - utils.trainer -   Sensitivity: 0.00000
11/08/2025 21:43:06 - INFO - utils.trainer -   Loss: 0.69429
11/08/2025 21:43:06 - INFO - utils.trainer -    Train loss: 0.94248, Test loss: 0.69429,Epoch time = 2.970s
11/08/2025 21:43:06 - INFO - utils.trainer -   Saving model checkpoint to output_dir/ShallowConvNet
11/08/2025 21:43:09 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
11/08/2025 21:43:10 - INFO - utils.trainer -   AUC: 0.50000
11/08/2025 21:43:10 - INFO - utils.trainer -   Accuracy: 0.46154
11/08/2025 21:43:10 - INFO - utils.trainer -   Precision: 0.00000
11/08/2025 21:43:10 - INFO - utils.trainer -   Recall: 0.00000
11/08/2025 21:43:10 - INFO - utils.trainer -   F_score: 0.00000
11/08/2025 21:43:10 - INFO - utils.trainer -   Specificity: 1.00000
11/08/2025 21:43:10 - INFO - utils.trainer -   Sensitivity: 0.00000
11/08/2025 21:43:10 - INFO - utils.trainer -   Loss: 0.69433
11/08/2025 21:43:10 - INFO - utils.trainer -    Train loss: 0.64910, Test loss: 0.69433,Epoch time = 2.630s
11/08/2025 21:43:10 - INFO - utils.trainer -   Saving model checkpoint to output_dir/ShallowConvNet
11/08/2025 21:43:13 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
11/08/2025 21:43:14 - INFO - utils.trainer -   AUC: 0.50000
11/08/2025 21:43:14 - INFO - utils.trainer -   Accuracy: 0.46154
11/08/2025 21:43:14 - INFO - utils.trainer -   Precision: 0.00000
11/08/2025 21:43:14 - INFO - utils.trainer -   Recall: 0.00000
11/08/2025 21:43:14 - INFO - utils.trainer -   F_score: 0.00000
11/08/2025 21:43:14 - INFO - utils.trainer -   Specificity: 1.00000
11/08/2025 21:43:14 - INFO - utils.trainer -   Sensitivity: 0.00000
11/08/2025 21:43:14 - INFO - utils.trainer -   Loss: 0.69469
11/08/2025 21:43:14 - INFO - utils.trainer -    Train loss: 0.34615, Test loss: 0.69469,Epoch time = 2.636s
11/08/2025 21:43:14 - INFO - utils.trainer -   Saving model checkpoint to output_dir/ShallowConvNet
11/08/2025 21:43:16 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
11/08/2025 21:43:17 - INFO - utils.trainer -   AUC: 0.50000
11/08/2025 21:43:17 - INFO - utils.trainer -   Accuracy: 0.46154
11/08/2025 21:43:17 - INFO - utils.trainer -   Precision: 0.00000
11/08/2025 21:43:17 - INFO - utils.trainer -   Recall: 0.00000
11/08/2025 21:43:17 - INFO - utils.trainer -   F_score: 0.00000
11/08/2025 21:43:17 - INFO - utils.trainer -   Specificity: 1.00000
11/08/2025 21:43:17 - INFO - utils.trainer -   Sensitivity: 0.00000
11/08/2025 21:43:17 - INFO - utils.trainer -   Loss: 0.69510
11/08/2025 21:43:17 - INFO - utils.trainer -    Train loss: 0.13544, Test loss: 0.69510,Epoch time = 2.633s
11/08/2025 21:43:17 - INFO - utils.trainer -   Saving model checkpoint to output_dir/ShallowConvNet
11/08/2025 21:43:20 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
11/08/2025 21:43:21 - INFO - utils.trainer -   AUC: 0.50000
11/08/2025 21:43:21 - INFO - utils.trainer -   Accuracy: 0.46154
11/08/2025 21:43:21 - INFO - utils.trainer -   Precision: 0.00000
11/08/2025 21:43:21 - INFO - utils.trainer -   Recall: 0.00000
11/08/2025 21:43:21 - INFO - utils.trainer -   F_score: 0.00000
11/08/2025 21:43:21 - INFO - utils.trainer -   Specificity: 1.00000
11/08/2025 21:43:21 - INFO - utils.trainer -   Sensitivity: 0.00000
11/08/2025 21:43:21 - INFO - utils.trainer -   Loss: 0.69515
11/08/2025 21:43:21 - INFO - utils.trainer -    Train loss: 0.13759, Test loss: 0.69515,Epoch time = 2.585s
11/08/2025 21:43:21 - INFO - utils.trainer -   Saving model checkpoint to output_dir/ShallowConvNet
11/08/2025 21:43:24 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
11/08/2025 21:43:25 - INFO - utils.trainer -   AUC: 0.50000
11/08/2025 21:43:25 - INFO - utils.trainer -   Accuracy: 0.46154
11/08/2025 21:43:25 - INFO - utils.trainer -   Precision: 0.00000
11/08/2025 21:43:25 - INFO - utils.trainer -   Recall: 0.00000
11/08/2025 21:43:25 - INFO - utils.trainer -   F_score: 0.00000
11/08/2025 21:43:25 - INFO - utils.trainer -   Specificity: 1.00000
11/08/2025 21:43:25 - INFO - utils.trainer -   Sensitivity: 0.00000
11/08/2025 21:43:25 - INFO - utils.trainer -   Loss: 0.69516
11/08/2025 21:43:25 - INFO - utils.trainer -    Train loss: 0.07561, Test loss: 0.69516,Epoch time = 2.551s
11/08/2025 21:43:25 - INFO - utils.trainer -   Saving model checkpoint to output_dir/ShallowConvNet
11/08/2025 21:43:27 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
11/08/2025 21:43:28 - INFO - utils.trainer -   AUC: 0.50000
11/08/2025 21:43:28 - INFO - utils.trainer -   Accuracy: 0.46154
11/08/2025 21:43:28 - INFO - utils.trainer -   Precision: 0.00000
11/08/2025 21:43:28 - INFO - utils.trainer -   Recall: 0.00000
11/08/2025 21:43:28 - INFO - utils.trainer -   F_score: 0.00000
11/08/2025 21:43:28 - INFO - utils.trainer -   Specificity: 1.00000
11/08/2025 21:43:28 - INFO - utils.trainer -   Sensitivity: 0.00000
11/08/2025 21:43:28 - INFO - utils.trainer -   Loss: 0.69514
11/08/2025 21:43:28 - INFO - utils.trainer -    Train loss: 0.05592, Test loss: 0.69514,Epoch time = 2.510s
11/08/2025 21:43:28 - INFO - utils.trainer -   Saving model checkpoint to output_dir/ShallowConvNet
11/08/2025 21:43:31 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
11/08/2025 21:43:32 - INFO - utils.trainer -   AUC: 0.50000
11/08/2025 21:43:32 - INFO - utils.trainer -   Accuracy: 0.46154
11/08/2025 21:43:32 - INFO - utils.trainer -   Precision: 0.00000
11/08/2025 21:43:32 - INFO - utils.trainer -   Recall: 0.00000
11/08/2025 21:43:32 - INFO - utils.trainer -   F_score: 0.00000
11/08/2025 21:43:32 - INFO - utils.trainer -   Specificity: 1.00000
11/08/2025 21:43:32 - INFO - utils.trainer -   Sensitivity: 0.00000
11/08/2025 21:43:32 - INFO - utils.trainer -   Loss: 0.69513
11/08/2025 21:43:32 - INFO - utils.trainer -    Train loss: 0.05001, Test loss: 0.69513,Epoch time = 2.513s
11/08/2025 21:43:32 - INFO - utils.trainer -   Saving model checkpoint to output_dir/ShallowConvNet
11/08/2025 21:43:34 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
11/08/2025 21:43:35 - INFO - utils.trainer -   AUC: 0.50000
11/08/2025 21:43:35 - INFO - utils.trainer -   Accuracy: 0.46154
11/08/2025 21:43:35 - INFO - utils.trainer -   Precision: 0.00000
11/08/2025 21:43:35 - INFO - utils.trainer -   Recall: 0.00000
11/08/2025 21:43:35 - INFO - utils.trainer -   F_score: 0.00000
11/08/2025 21:43:35 - INFO - utils.trainer -   Specificity: 1.00000
